scenario_id,round,mode,rep,model_route,status,error_class,changed_files
M014,1,compressed_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M014,1,compressed_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M014,1,hybrid_state_general,1,gemini_3_5_flash,error,403_consumer_suspended,
M014,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M014,1,hybrid_state_general,1,grok_4_20_reasoning,ok,,"index.html,styles.css"
M014,1,hybrid_state_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M014,1,hybrid_state_general,2,gemini_3_5_flash,error,403_consumer_suspended,
M014,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M014,1,hybrid_state_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M014,1,hybrid_state_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M014,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M014,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M014,1,model_adapted,1,grok_4_20_reasoning,error,429_resource_exhausted,
M014,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M014,1,model_adapted,2,gemini_3_5_flash,error,403_consumer_suspended,
M014,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M014,1,model_adapted,2,grok_4_20_reasoning,error,429_resource_exhausted,
M014,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M015,1,compressed_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M015,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M015,1,compressed_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M015,1,compressed_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M015,1,compressed_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M015,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
M015,1,compressed_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M015,1,compressed_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M015,1,hybrid_state_general,1,gemini_3_5_flash,error,403_consumer_suspended,
M015,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M015,1,hybrid_state_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M015,1,hybrid_state_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M015,1,hybrid_state_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M015,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M015,1,hybrid_state_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M015,1,hybrid_state_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M015,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M015,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M015,1,model_adapted,1,grok_4_20_reasoning,error,429_resource_exhausted,
M015,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M015,1,model_adapted,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M015,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M015,1,model_adapted,2,grok_4_20_reasoning,error,429_resource_exhausted,
M015,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M016,1,compressed_general,1,gemini_3_5_flash,error,403_consumer_suspended,
M016,1,compressed_general,1,glm_5,ok,,"index.html,styles.css"
M016,1,compressed_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M016,1,compressed_general,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M016,1,compressed_general,2,gemini_3_5_flash,error,403_consumer_suspended,
M016,1,compressed_general,2,glm_5,ok,,"index.html,styles.css"
M016,1,compressed_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M016,1,compressed_general,2,qwen3_next_80b_instruct,error,429_resource_exhausted,
M016,1,hybrid_state_general,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M016,1,hybrid_state_general,1,glm_5,ok,,"index.html,styles.css"
M016,1,hybrid_state_general,1,grok_4_20_reasoning,error,429_resource_exhausted,
M016,1,hybrid_state_general,1,qwen3_next_80b_instruct,error,429_resource_exhausted,
M016,1,hybrid_state_general,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M016,1,hybrid_state_general,2,glm_5,ok,,"index.html,styles.css"
M016,1,hybrid_state_general,2,grok_4_20_reasoning,error,429_resource_exhausted,
M016,1,hybrid_state_general,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M016,1,model_adapted,1,gemini_3_5_flash,ok,,"index.html,styles.css"
M016,1,model_adapted,1,glm_5,ok,,"index.html,styles.css"
M016,1,model_adapted,1,grok_4_20_reasoning,ok,,"index.html,styles.css"
M016,1,model_adapted,1,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
M016,1,model_adapted,2,gemini_3_5_flash,ok,,"index.html,styles.css"
M016,1,model_adapted,2,glm_5,ok,,"index.html,styles.css"
M016,1,model_adapted,2,grok_4_20_reasoning,error,429_resource_exhausted,
M016,1,model_adapted,2,qwen3_next_80b_instruct,ok,,"index.html,styles.css"
